"","UI","UI.glmm","UI.GLM","AI","AI.glmm","AI.GLM","mixed.sd"
"ENSG00000000003",-0.164332390094855,-0.164332260934922,-0.164332260858634,0.639692430669019,0.639692582097504,0.639692583171485,7.10669077757697e-08
"ENSG00000000419",0.120601820858674,0.120602476453214,0.12060192212854,-0.00255134191824699,-0.00255067969616643,-0.00255113598045077,0
"ENSG00000000457",-0.0782496961795768,-0.0782496605550434,-0.078249660557788,0.113951617343222,0.113951655152376,0.113951655191635,0
"ENSG00000000460",0.278442357489852,0.277407325145732,0.278441935222738,0.766754758159702,0.766386516291736,0.766754999603868,0.02347101438468
"ENSG00000000938",-0.0525140087464463,-0.121580326028382,-0.0525141017219315,-1.15894390660845,-1.33062698059067,-1.15894423460103,0.207016032109145
"ENSG00000000971",0.479223176727367,0.479223221643291,0.479223067980131,-0.126110017199208,-0.12610995892877,-0.126110020844584,0
"ENSG00000001036",-0.424676159179865,-0.424676120455005,-0.424676120555264,-0.353336233849719,-0.353336193567488,-0.353336193637019,0
"ENSG00000001084",0.377401117039683,0.37740126720679,0.377401266857319,0.666652026479555,0.666652189584899,0.666652189626963,0
"ENSG00000001167",0.116307759981643,0.116307790308879,0.116307790261743,0.000297586744037134,0.00029761633933006,0.000297616314571437,0
"ENSG00000001460",-0.106421658274576,-0.0997259562021854,-0.10642155287795,0.0673598484373711,0.0737056023895197,0.0673599643527782,0.0548822001436075
"ENSG00000001461",0.138271768865146,0.138271826059842,0.138271826070392,-0.107230643450738,-0.107230587982811,-0.107230588002628,0
"ENSG00000001497",0.26181448889579,0.261814564542746,0.261814564474532,-0.183658822637113,-0.183658755700745,-0.18365875582071,0
"ENSG00000001561",-0.300781456451864,-0.300781400208966,-0.300781400245701,-0.101867908975816,-0.101867850896789,-0.101867850078306,0
"ENSG00000001617",0.417954890252475,0.417955001542269,0.417955000869429,-0.269654888865782,-0.269654806767892,-0.269654807232501,0
"ENSG00000001626",0.365496889871324,0.365497205142103,0.365497205282083,0.0713286002511751,0.0713289217645843,0.0713288989137019,0
"ENSG00000001629",-0.0481201726487124,-0.0481201375617187,-0.0481201375645367,0.00238277831545209,0.00238281421978035,0.00238281422012095,7.24637681159544e-09
"ENSG00000001630",0.220162283440852,0.220162410839486,0.220162410328977,-0.227181259783696,-0.2271811457704,-0.227181147500816,2e-07
"ENSG00000001631",-0.0450065461217471,-0.0450064675630281,-0.0450064676674117,-0.0107066340409769,-0.0107065522140301,-0.0107065530222142,3.55072463768124e-07
"ENSG00000002016",0.283685753198363,0.283685904318512,0.28368590287221,0.274032182480813,0.274032335194789,0.274032333783971,0
"ENSG00000002079",-1.08046978504832,-0.795808378075921,-1.08047008521537,0.480420255749529,0.508939971797238,0.480421045683193,0.380475313193087
"ENSG00000002330",-0.378359502597148,-0.378359451805482,-0.378359451696875,0.209732423117486,0.209732485767764,0.209732485955389,0
"ENSG00000002549",-0.122038302977312,-0.15746558231615,-0.122038266083482,-0.259652721711796,-0.267010633306295,-0.259652700353123,0.110771063867909
"ENSG00000002586",0.0274675980020446,0.0214131995103952,0.0274676559401146,0.117751194675655,0.109457350623901,0.117751254968631,0.0485844338425579
"ENSG00000002587",-0.00164515646981141,-0.00164482223933552,-0.00164482209739371,-0.163898406097058,-0.16389812414165,-0.16389812436317,0
"ENSG00000002726",0.345159400821961,0.378182006758429,0.345159654558926,-0.0155661888780523,-0.0148137195085647,-0.0155659680609174,0.101631289787897
"ENSG00000002745",0.0133589261137884,0.036300843442154,0.0133588177312323,-0.609077642658725,-0.59644379400687,-0.609078119083814,0.151580675175623
"ENSG00000002746",0.0477387838779001,0.0477391029455359,0.0477391031030655,0.0543305140864554,0.0543308304823525,0.0543308304403525,9.99999999999999e-08
